,ec_num,ph_min,ph_max,comments,organism,uniprot_id,ref,substrates,products,notes,reaction_type,substrates_rev,condition,to_fix,notes.1,subst_str,rxn_type_guess,all_substrates,name
4261,1.4.3.22,6.2,7.8,"pH 6.2 and pH 7.8: about 75% activity, putrescine",Homo sapiens,P19801,391922,"{'1,3-diaminopropane + H2O + O2', '1,10-diaminodecane + H2O + O2', '1,6-diaminohexane + H2O + O2', '2-methylhistamine + H2O + O2', '1,9-diaminononane + H2O + O2', 'RCH2NH2 + H2O + O2', 'cadaverine + H2O + O2', '1,4-diaminobutane + H2O + O2', 'putrescine + H2O + O2', '1,8-diaminooctane + H2O + O2', 'histamine + H2O + O2', '5-methylhistamine + H2O + O2', 'N(pi)-methylhistamine + H2O + O2', 'N(tau)-methylhistamine + H2O + O2'}","{'5-aminopentanal + NH3 + H2O2', 'RCHO + NH3 + H2O2', '4-aminobutanal + NH3 + H2O2', '?', '(imidazol-4-yl)acetaldehyde + NH3 + H2O2', '8-aminooctanal + NH3 + H2O2', '3-aminopropanal + NH3 + H2O2', '6-aminohexanal + NH3 + H2O2', '10-aminodecanal + NH3 + H2O2', '9-aminononanal + NH3 + H2O2'}",{'pH 6.2 and  putrescine'},,putrescine + H2O + O2,,,,"{'1,3-diaminopropane + H2O + O2', '1,10-diaminodecane + H2O + O2', '1,6-diaminohexane + H2O + O2', '2-methylhistamine + H2O + O2', '1,9-diaminononane + H2O + O2', 'RCH2NH2 + H2O + O2', 'cadaverine + H2O + O2', '1,4-diaminobutane + H2O + O2', 'putrescine + H2O + O2', '1,8-diaminooctane + H2O + O2', 'histamine + H2O + O2', '5-methylhistamine + H2O + O2', 'N(pi)-methylhistamine + H2O + O2', 'N(tau)-methylhistamine + H2O + O2'}",oxidation,"{'histamine', 'H2O', 'RCH2NH2', '5-methylhistamine', 'cadaverine', 'putrescine', '1,10-diaminodecane', '1,4-diaminobutane', 'N(pi)-methylhistamine', '1,8-diaminooctane', '1,3-diaminopropane', '1,6-diaminohexane', 'O2', '1,9-diaminononane', '2-methylhistamine', 'N(tau)-methylhistamine'}",diamine oxidase
4262,1.4.3.22,6.2,8.2,"pH 6.2: about 75% of maximal activity, pH 8.2: about 60% of maximal activity",Homo sapiens,P19801,656295,"{'1,3-diaminopropane + H2O + O2', 'spermidine + H2O + O2', '1,6-diaminohexane + H2O + O2', 'p-dimethylaminomethylbenzylamine + H2O + O2', 'RCH2NH2 + H2O + O2', 'cadaverine + H2O + O2', '1-methylhistamine + H2O + O2', 'putrescine + H2O + O2', 'histamine + H2O + O2', 'ethylenediamine + H2O + O2'}","{'5-aminopentanal + NH3 + H2O2', 'RCHO + NH3 + H2O2', '4-aminobutanal + NH3 + H2O2', '?', '(imidazol-4-yl)acetaldehyde + NH3 + H2O2', '3-aminopropanal + NH3 + H2O2', '6-aminohexanal + NH3 + H2O2'}",{nan},,,,,,"{'1,3-diaminopropane + H2O + O2', 'spermidine + H2O + O2', '1,6-diaminohexane + H2O + O2', 'p-dimethylaminomethylbenzylamine + H2O + O2', 'RCH2NH2 + H2O + O2', 'cadaverine + H2O + O2', '1-methylhistamine + H2O + O2', 'putrescine + H2O + O2', 'histamine + H2O + O2', 'ethylenediamine + H2O + O2'}",oxidation,"{'H2O', 'RCH2NH2', 'cadaverine', 'p-dimethylaminomethylbenzylamine', '1-methylhistamine', 'putrescine', 'spermidine', '1,3-diaminopropane', '1,6-diaminohexane', 'histamine', 'ethylenediamine', 'O2'}",diamine oxidase
192,1.1.1.42,6.5,9,"pH 6.5: about 40% of maximal activity, pH 9.0: about 70% of maximal activity, isoenzyme IDP3",Saccharomyces cerevisiae,P21954,684709,{'isocitrate + NADP+'},{'2-oxoglutarate + CO2 + NADPH + H+'},"{'isoenzyme IDP2', 'isoenzyme IDP3', 'isoenzyme IDP1'}",,,,,,{'isocitrate + NADP+'},oxidation,"{'NADP+', 'isocitrate'}",isocitrate dehydrogenase (NADP+)
196,1.1.1.42,7.0,8,"pH 7.0: about 60% of maximal activity, pH 8.0: about 40% of maximal activity, isoenzyme IDP2",Saccharomyces cerevisiae,P21954,684709,{'isocitrate + NADP+'},{'2-oxoglutarate + CO2 + NADPH + H+'},{'isoenzyme IDP2'},,,,,,{'isocitrate + NADP+'},oxidation,"{'NADP+', 'isocitrate'}",isocitrate dehydrogenase (NADP+)
198,1.1.1.42,7.0,9,"pH 7.0: about 60% of maximal activity, pH 9.0: about 95% of maximal activity, isoenzyme IDP1",Saccharomyces cerevisiae,P21954,684709,{'isocitrate + NADP+'},{'2-oxoglutarate + CO2 + NADPH + H+'},"{'isoenzyme IDP2', 'isoenzyme IDP3', 'isoenzyme IDP1'}",,,,,,{'isocitrate + NADP+'},oxidation,"{'NADP+', 'isocitrate'}",isocitrate dehydrogenase (NADP+)
4107,1.2.1.12,5.5,9,"pH 5.5: about 50% of maximal activity, pH 9.0: about 55% of maximal activity, cytosolic enzyme",Trypanosoma brucei,P22512,287901,{'D-glyceraldehyde 3-phosphate + phosphate + NAD+'},{'3-phospho-D-glyceroyl phosphate + NADH'},"{'cytosolic enzyme', '-'}",,,,,,{'D-glyceraldehyde 3-phosphate + phosphate + NAD+'},oxidation,"{'D-glyceraldehyde 3-phosphate', 'phosphate', 'NAD+'}",glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
4110,1.2.1.12,7.0,9,"about 40% of maximal activity at pH 7.0 and at pH 9.0, glyoxysomal enzyme",Trypanosoma brucei,P22512,287901,{'D-glyceraldehyde 3-phosphate + phosphate + NAD+'},{'3-phospho-D-glyceroyl phosphate + NADH'},"{', glyoxysomal enzyme', '-'}",,,,,,{'D-glyceraldehyde 3-phosphate + phosphate + NAD+'},oxidation,"{'D-glyceraldehyde 3-phosphate', 'phosphate', 'NAD+'}",glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
36,1.1.1.145,7.4,,52% of maximal activity,Homo sapiens,P26439,656091,"{'pregnenolone + NAD+', 'dehydroepiandrosterone + NAD+', 'DELTA5-3beta-hydroxysteroid + NAD+', 'epiandrosterone + NAD+', '17alpha-hydroxypregnenolone + NAD+', '5-pregnen-3beta-ol-2-one + NAD+', 'pregnenolone + NAD(P)+'}","{'17alpha-hydroxy-pregn-5-en-3,20-dione + NADH', '?', 'pregn-5-en-3,20-dione + NAD(P)H + H+', 'androst-5-en-3,17-dione + NADH + H+', 'pregn-5-en-3,20-dione + NADH + H+', '5alpha-androstan-3,17-dione + NADH + H+', 'progesterone + NADH + H+', 'DELTA4-3-oxosteroid + NADH + H+', 'progesterone + NADH'}",{nan},,,,,,"{'pregnenolone + NAD+', 'dehydroepiandrosterone + NAD+', 'DELTA5-3beta-hydroxysteroid + NAD+', 'epiandrosterone + NAD+', '17alpha-hydroxypregnenolone + NAD+', '5-pregnen-3beta-ol-2-one + NAD+', 'pregnenolone + NAD(P)+'}",oxidation,"{'17alpha-hydroxypregnenolone', 'dehydroepiandrosterone', '5-pregnen-3beta-ol-2-one', 'NAD(P)+', 'DELTA5-3beta-hydroxysteroid', 'pregnenolone', 'NAD+', 'epiandrosterone'}",3beta-hydroxy-DELTA5-steroid dehydrogenase
3759,1.1.1.145,7.4,9.7,37% of maximal activity at pH 7.4,Homo sapiens,P26439,656577,{'dehydroepiandrosterone + NAD+'},"{'androst-5-en-3,17-dione + NADH + H+'}",{nan},,,,,,{'dehydroepiandrosterone + NAD+'},oxidation,"{'dehydroepiandrosterone', 'NAD+'}",3beta-hydroxy-DELTA5-steroid dehydrogenase
4334,1.8.1.7,6.1,9.1,"50% of maximal activity at pH 6.1 and 9.1, root enzyme",Pisum sativum,P27456,394732,{'GSSG + NADPH'},{'glutathione + NADP+'},"{'root enzyme', ', root enzyme', 'chloroplast enzyme'}",,,,,,{'GSSG + NADPH'},reduction,"{'GSSG', 'NADPH'}",glutathione-disulfide reductase
4339,1.8.1.7,6.9,9.2,"pH 6.9: about 50% of activity maximum, pH 9.2: about 83% of activity maximum",Pisum sativum,P27456,394732,{'GSSG + NADPH'},{'glutathione + NADP+'},"{'chloroplast enzyme', 'maximum,  maximum', 'root enzyme'}",,,,,,{'GSSG + NADPH'},reduction,"{'GSSG', 'NADPH'}",glutathione-disulfide reductase
3743,1.1.1.1,9.0,12,"pH 9.0: about 25% of maximal activity, pH 12.0: about 80% of maximal activity, pyrazole-sensitive enzyme",Macaca mulatta,P28469,285580,"{'acetaldehyde + NADH + H+', 'methanol + NAD+', 'octan-1-ol + NAD+', 'ethanol + NAD+', 'pentanal + NAD+'}","{'n-octanal + NADH', 'formaldehyde + NADH + H+', 'ethanol + NAD+', 'pentanone + NADH', 'acetaldehyde + NADH'}","{'oxidation of ethanol, pyrazole-sensitive enzyme form', 'pyrazole-sensitive enzyme'}",oxidation,,,,,"{'acetaldehyde + NADH + H+', 'methanol + NAD+', 'octan-1-ol + NAD+', 'ethanol + NAD+', 'pentanal + NAD+'}",oxidation_or_reduction,"{'H+', 'ethanol', 'pentanal', 'methanol', 'octan-1-ol', 'NADH', 'NAD+', 'acetaldehyde'}",alcohol dehydrogenase
3745,1.1.1.1,10.0,11,"pH 10.0: about 50% of maximal activity, pH 11.0: about 75% of maximal activity, pyrazole-insensitive enzyme",Macaca mulatta,P28469,285580,"{'acetaldehyde + NADH + H+', 'methanol + NAD+', 'octan-1-ol + NAD+', 'ethanol + NAD+', 'pentanal + NAD+'}","{'n-octanal + NADH', 'formaldehyde + NADH + H+', 'ethanol + NAD+', 'pentanone + NADH', 'acetaldehyde + NADH'}","{'pyrazole-sensitive enzyme', 'pyrazole-insensitive enzyme'}",oxidation,,,,,"{'acetaldehyde + NADH + H+', 'methanol + NAD+', 'octan-1-ol + NAD+', 'ethanol + NAD+', 'pentanal + NAD+'}",oxidation_or_reduction,"{'H+', 'ethanol', 'pentanal', 'methanol', 'octan-1-ol', 'NADH', 'NAD+', 'acetaldehyde'}",alcohol dehydrogenase
4127,1.2.1.27,7.0,10,"methylmalonate semialdehyde oxidation, more than 90% of maximal activity",Pseudomonas aeruginosa,P28810,390220,"{'propanal + CoA + NAD+', '2-methyl-3-oxopropanoate + CoA + NAD+', 'propanal + 2-mercaptoethanol + NAD+', 'methylmalonate-semialdehyde + CoA + NAD+'}","{'propanoyl-CoA + CO2 + NADH', 'propanoyl-CoA + NADH', '? + NADH', 'propionyl-CoA + NADH + H+ + HCO3-'}","{'methylmalonate semialdehyde oxidation,'}",oxidation,methylmalonate-semialdehyde + CoA + NAD+,,,,"{'propanal + CoA + NAD+', '2-methyl-3-oxopropanoate + CoA + NAD+', 'propanal + 2-mercaptoethanol + NAD+', 'methylmalonate-semialdehyde + CoA + NAD+'}",oxidation,"{'2-methyl-3-oxopropanoate', '2-mercaptoethanol', 'CoA', 'methylmalonate-semialdehyde', 'propanal', 'NAD+'}",methylmalonate-semialdehyde dehydrogenase (CoA-acylating)
4129,1.2.1.27,8.0,10,"propanal oxidation, less than 50% of maximal activity below, less than 60% of maximal activity above",Pseudomonas aeruginosa,P28810,390220,"{'propanal + CoA + NAD+', '2-methyl-3-oxopropanoate + CoA + NAD+', 'propanal + 2-mercaptoethanol + NAD+', 'methylmalonate-semialdehyde + CoA + NAD+'}","{'propanoyl-CoA + CO2 + NADH', 'propanoyl-CoA + NADH', '? + NADH', 'propionyl-CoA + NADH + H+ + HCO3-'}","{'propanal oxidation, below, above'}",oxidation,propanal,,,,"{'propanal + CoA + NAD+', '2-methyl-3-oxopropanoate + CoA + NAD+', 'propanal + 2-mercaptoethanol + NAD+', 'methylmalonate-semialdehyde + CoA + NAD+'}",oxidation,"{'2-methyl-3-oxopropanoate', '2-mercaptoethanol', 'CoA', 'methylmalonate-semialdehyde', 'propanal', 'NAD+'}",methylmalonate-semialdehyde dehydrogenase (CoA-acylating)
4317,1.7.2.1,4.9,6.2,"pH 4.9: about 55% of maximal ativity, pH 6.2: about 65% of maximal activity, reaction with 0.5 mM nitrite and pseudoazurin as electron donor",Alcaligenes faecalis,P38501,674572,"{'nitrite + reduced methyl viologen', 'nitrite + reduced benzyl viologen', 'nitrite + ferrocytochrome c'}","{'NO + H2O + ferricytochrome c', 'NO + oxidized benzyl viologen', 'NO + oxidized methyl viologen'}",{'reaction with 0.5 mM nitrite and pseudoazurin as electron donor'},,,,,,"{'nitrite + reduced methyl viologen', 'nitrite + reduced benzyl viologen', 'nitrite + ferrocytochrome c'}",not_found,"{'nitrite', 'reduced methyl viologen', 'reduced benzyl viologen', 'ferrocytochrome c'}",nitrite reductase (NO-forming)
4318,1.7.2.1,5.2,6.5,"pH 5.2: about 60% of maximal activity, pH 6.5: about 55% of maximal activity, reaction with 5 mM nitrite and pseudoazurin as electron donor",Alcaligenes faecalis,P38501,674572,"{'nitrite + reduced methyl viologen', 'nitrite + reduced benzyl viologen', 'nitrite + ferrocytochrome c'}","{'NO + H2O + ferricytochrome c', 'NO + oxidized benzyl viologen', 'NO + oxidized methyl viologen'}",{'reaction with 5 mM nitrite and pseudoazurin as electron donor'},,,,,,"{'nitrite + reduced methyl viologen', 'nitrite + reduced benzyl viologen', 'nitrite + ferrocytochrome c'}",not_found,"{'nitrite', 'reduced methyl viologen', 'reduced benzyl viologen', 'ferrocytochrome c'}",nitrite reductase (NO-forming)
3899,1.1.1.86,6.6,8.8,"pH 6.6: about 65% of maximal activity, pH 8.8: about 90% of maximal activity, reaction with 2-acetolactate, Tris buffer",Neurospora crassa,P38674,639171,"{'NADPH + 2-acetolactate', 'NADPH + 2-aceto-2-hydroxybutyrate', '2-acetolactate + NADPH', 'NADPH + alpha-aceto-alpha-hydroxybutyrate'}","{'NADP+ + ?', '2,3-dihydroxy-3-methylbutanoate + NADP+', 'NADP+ + 3-hydroxy-3-methyl-2-oxobutyrate'}","{'2-acetolactate as substrate', 'alpha-aceto-alpha-hydroxybutyrate', 'reaction with 2-acetolactate, Tris buffer'}",reduction,2-acetolactate,,,,"{'NADPH + 2-acetolactate', 'NADPH + 2-aceto-2-hydroxybutyrate', '2-acetolactate + NADPH', 'NADPH + alpha-aceto-alpha-hydroxybutyrate'}",reduction,"{'2-acetolactate', '2-aceto-2-hydroxybutyrate', 'alpha-aceto-alpha-hydroxybutyrate', 'NADPH'}",ketol-acid reductoisomerase (NADP+)
3901,1.1.1.86,7.0,8.5,"pH 7.0: about 60% of maximal activity, pH 8.5: about 65% of maximal activity",Neurospora crassa,P38674,639171,"{'NADPH + 2-acetolactate', 'NADPH + 2-aceto-2-hydroxybutyrate', '2-acetolactate + NADPH', 'NADPH + alpha-aceto-alpha-hydroxybutyrate'}","{'NADP+ + ?', '2,3-dihydroxy-3-methylbutanoate + NADP+', 'NADP+ + 3-hydroxy-3-methyl-2-oxobutyrate'}","{'2-acetolactate as substrate', nan, 'alpha-aceto-alpha-hydroxybutyrate'}",reduction,2-acetolactate,,,,"{'NADPH + 2-acetolactate', 'NADPH + 2-aceto-2-hydroxybutyrate', '2-acetolactate + NADPH', 'NADPH + alpha-aceto-alpha-hydroxybutyrate'}",reduction,"{'2-acetolactate', '2-aceto-2-hydroxybutyrate', 'alpha-aceto-alpha-hydroxybutyrate', 'NADPH'}",ketol-acid reductoisomerase (NADP+)
4295,1.5.3.1,6.0,10,pH 10: about 80% of maximum activity,Streptomyces sp.,P40854,392376,"{'sarcosine + H2O + O2', 'sarcosine + O2 + H2O'}","{'glycine + formaldehyde + H2O2', '?'}","{nan, '-'}",,,,,,"{'sarcosine + H2O + O2', 'sarcosine + O2 + H2O'}",oxidation,"{'H2O', 'sarcosine', 'O2'}",sarcosine oxidase (formaldehyde-forming)
4296,1.5.3.1,6.0,10,pH 6: about 65% of maximum activity,Streptomyces sp.,P40854,392376,"{'sarcosine + H2O + O2', 'sarcosine + O2 + H2O'}","{'glycine + formaldehyde + H2O2', '?'}","{nan, '-'}",,,,,,"{'sarcosine + H2O + O2', 'sarcosine + O2 + H2O'}",oxidation,"{'H2O', 'sarcosine', 'O2'}",sarcosine oxidase (formaldehyde-forming)
193,1.1.1.42,6.5,9,"pH 6.5: about 40% of maximal activity, pH 9.0: about 70% of maximal activity, isoenzyme IDP3",Saccharomyces cerevisiae,P41939,684709,{'isocitrate + NADP+'},{'2-oxoglutarate + CO2 + NADPH + H+'},"{'isoenzyme IDP2', 'isoenzyme IDP3', 'isoenzyme IDP1'}",,,,,,{'isocitrate + NADP+'},oxidation,"{'NADP+', 'isocitrate'}",isocitrate dehydrogenase (NADP+)
197,1.1.1.42,7.0,8,"pH 7.0: about 60% of maximal activity, pH 8.0: about 40% of maximal activity, isoenzyme IDP2",Saccharomyces cerevisiae,P41939,684709,{'isocitrate + NADP+'},{'2-oxoglutarate + CO2 + NADPH + H+'},{'isoenzyme IDP2'},,,,,,{'isocitrate + NADP+'},oxidation,"{'NADP+', 'isocitrate'}",isocitrate dehydrogenase (NADP+)
199,1.1.1.42,7.0,9,"pH 7.0: about 60% of maximal activity, pH 9.0: about 95% of maximal activity, isoenzyme IDP1",Saccharomyces cerevisiae,P41939,684709,{'isocitrate + NADP+'},{'2-oxoglutarate + CO2 + NADPH + H+'},"{'isoenzyme IDP2', 'isoenzyme IDP3', 'isoenzyme IDP1'}",,,,,,{'isocitrate + NADP+'},oxidation,"{'NADP+', 'isocitrate'}",isocitrate dehydrogenase (NADP+)
96,1.1.1.202,7.0,,less than 10% of maximum activity for oxidation reaction,Citrobacter freundii,P45513,725951,"{'propane-1,2-diol', '1-propanol + NAD+', '1-butyl alcohol + NAD+', 'glycerol + NAD+', 'glycerol', 'propane-1,3-diol + NAD+', '3-hydroxypropanal + NADH + H+', '1,2-propylene glycol + NAD+'}","{'?', '? + NADH + H+', 'glyceraldehyde + NADH + H+', '1-butanal + NADH + H+', '3-hydroxypropanal + H2O', 'propane-1,3-diol + NAD+', '3-hydroxypropanal + NADH + H+', '3-hydroxypropanal + NADH', 'propanal + NADH + H+'}","{'for oxidation reaction', 'oxidation of alcohol', 'reduction of aldehyde'}",oxidation,"propane-1,3-diol + NAD+",,more data,,"{'propane-1,2-diol', '1-propanol + NAD+', '1-butyl alcohol + NAD+', 'glycerol + NAD+', 'glycerol', 'propane-1,3-diol + NAD+', '3-hydroxypropanal + NADH + H+', '1,2-propylene glycol + NAD+'}",oxidation_or_reduction,"{'propane-1,3-diol', 'propane-1,2-diol', '1,2-propylene glycol', 'H+', '1-propanol', '1-butyl alcohol', 'glycerol', '3-hydroxypropanal', 'NADH', 'NAD+'}","1,3-propanediol dehydrogenase"
97,1.1.1.202,7.0,8.5,more than 80% of maximum activity for reduction of aldehyde,Citrobacter freundii,P45513,725951,"{'propane-1,2-diol', '1-propanol + NAD+', '1-butyl alcohol + NAD+', 'glycerol + NAD+', 'glycerol', 'propane-1,3-diol + NAD+', '3-hydroxypropanal + NADH + H+', '1,2-propylene glycol + NAD+'}","{'?', '? + NADH + H+', 'glyceraldehyde + NADH + H+', '1-butanal + NADH + H+', '3-hydroxypropanal + H2O', 'propane-1,3-diol + NAD+', '3-hydroxypropanal + NADH + H+', '3-hydroxypropanal + NADH', 'propanal + NADH + H+'}","{'for reduction of aldehyde', 'reduction of aldehyde'}",reduction,3-hydroxypropanal + NADH + H+,,,,"{'propane-1,2-diol', '1-propanol + NAD+', '1-butyl alcohol + NAD+', 'glycerol + NAD+', 'glycerol', 'propane-1,3-diol + NAD+', '3-hydroxypropanal + NADH + H+', '1,2-propylene glycol + NAD+'}",oxidation_or_reduction,"{'propane-1,3-diol', 'propane-1,2-diol', '1,2-propylene glycol', 'H+', '1-propanol', '1-butyl alcohol', 'glycerol', '3-hydroxypropanal', 'NADH', 'NAD+'}","1,3-propanediol dehydrogenase"
3840,1.1.1.40,6.8,8,"pH 6.8: about 40% of maximal activity, pH 8.0: about 70% of maximal activity, cytosolic enzyme, NADPH-dependent reductive carboxylation of pyruvate",Homo sapiens,P48163,286735,"{'(S)-malate + NAD+', '(S)-malate + NADP+', 'pyruvate + CO2 + NADPH', 'pyruvate + CO2 + NADPH + H+'}","{'pyruvate + CO2 + NADH', 'L-malate + NADP+', 'pyruvate + CO2 + NADPH', 'pyruvate + NADPH + H+ + CO2', '(S)-malate + NADP+', 'pyruvate + CO2 + NADPH + H+'}","{'cytosolic enzyme, NADPH-dependent reductive carboxylation of pyruvate'}",reduction,pyruvate + CO2 + NADPH,,,,"{'(S)-malate + NAD+', '(S)-malate + NADP+', 'pyruvate + CO2 + NADPH', 'pyruvate + CO2 + NADPH + H+'}",oxidation_or_reduction,"{'NADP+', 'H+', 'pyruvate', 'CO2', '(S)-malate', 'NAD+', 'NADPH'}",malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)
3842,1.1.1.40,7.1,8.6,"pH 7.1: about 65% of maximal activity, pH 8.6: about 75% of maximal activity, NADP+-dependent decarboxylation of malate, at 10 mM malate, mitochondrial enzyme and cytosolic enzyme",Homo sapiens,P48163,286735,"{'(S)-malate + NAD+', '(S)-malate + NADP+', 'pyruvate + CO2 + NADPH', 'pyruvate + CO2 + NADPH + H+'}","{'pyruvate + CO2 + NADH', 'L-malate + NADP+', 'pyruvate + CO2 + NADPH', 'pyruvate + NADPH + H+ + CO2', '(S)-malate + NADP+', 'pyruvate + CO2 + NADPH + H+'}","{'NADP+-dependent decarboxylation of malate, at 10 mM malate, mitochondrial enzyme and cytosolic enzyme'}",oxidation,(S)-malate + NADP+,,,,"{'(S)-malate + NAD+', '(S)-malate + NADP+', 'pyruvate + CO2 + NADPH', 'pyruvate + CO2 + NADPH + H+'}",oxidation_or_reduction,"{'NADP+', 'H+', 'pyruvate', 'CO2', '(S)-malate', 'NAD+', 'NADPH'}",malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)
4121,1.2.1.24,7.0,10,about 50% of maximal activity at pH 7.0 and at pH 10.0,Rattus norvegicus,P51650,288166,"{'4-hydroxy-trans-2-nonenal + NAD+', 'succinate semialdehyde + NAD+ + H2O', 'succinate semialdehyde + NADP+ + H2O'}","{'succinate + NADH', 'succinate + NADPH', '?'}","{nan, '-'}",oxidation,,,,,"{'4-hydroxy-trans-2-nonenal + NAD+', 'succinate semialdehyde + NAD+ + H2O', 'succinate semialdehyde + NADP+ + H2O'}",oxidation,"{'succinate semialdehyde', '4-hydroxy-trans-2-nonenal', 'H2O', 'NADP+', 'NAD+'}",succinate-semialdehyde dehydrogenase (NAD+)
4122,1.2.1.24,7.0,10,"pH 7.0: about 40% of maximal activity, pH 10.0: about 35% of maximal activity",Rattus norvegicus,P51650,288158,"{'succinate semialdehyde + 3-acetylpyridine adenine dinucleotide + H2O', '4-hydroxy-trans-2-nonenal + NAD+', 'succinate semialdehyde + NAD+ + H2O'}","{'succinate + NADH', '?', 'succinate + reduced 3-acetylpyridine adenine dinucleotide + H+'}","{nan, '-'}",oxidation,,,,,"{'succinate semialdehyde + 3-acetylpyridine adenine dinucleotide + H2O', '4-hydroxy-trans-2-nonenal + NAD+', 'succinate semialdehyde + NAD+ + H2O'}",oxidation,"{'succinate semialdehyde', 'H2O', '3-acetylpyridine adenine dinucleotide', '4-hydroxy-trans-2-nonenal', 'NAD+'}",succinate-semialdehyde dehydrogenase (NAD+)
211,1.1.1.44,7.0,8,"pH 7.0: about 60% of maximal activity, pH 8.0: about 55% of maximal activity",Synechocystis sp.,P52208,762131,"{'6-phospho-D-gluconate + NADP+', '6-phospho-D-gluconate + NAD+'}","{'D-ribulose 5-phosphate + CO2 + NADH + H+', 'D-ribulose 5-phosphate + CO2 + NADPH + H+'}","{nan, '-'}",oxidation,6-phospho-D-gluconate + NADP+,,,,"{'6-phospho-D-gluconate + NADP+', '6-phospho-D-gluconate + NAD+'}",oxidation,"{'NADP+', 'NAD+', '6-phospho-D-gluconate'}","phosphogluconate dehydrogenase (NADP+-dependent, decarboxylating)"
212,1.1.1.44,7.0,8,"pH 7.0: about 60% of maximal activity, pH 8.0: about 60% of maximal activity",Synechocystis sp.,P52208,762131,"{'6-phospho-D-gluconate + NADP+', '6-phospho-D-gluconate + NAD+'}","{'D-ribulose 5-phosphate + CO2 + NADH + H+', 'D-ribulose 5-phosphate + CO2 + NADPH + H+'}","{nan, '-'}",oxidation,6-phospho-D-gluconate + NADP+,,,,"{'6-phospho-D-gluconate + NADP+', '6-phospho-D-gluconate + NAD+'}",oxidation,"{'NADP+', 'NAD+', '6-phospho-D-gluconate'}","phosphogluconate dehydrogenase (NADP+-dependent, decarboxylating)"
902,1.8.5.2,3.5,6.8,"approx. 55% of maximal activity at pH 3.5, approx. 22% of maximal activity at pH 6.5",Acidianus ambivalens,P97207,656833,"{'2 thiosulfate + caldariellaquinone + 2 H+', 'thiosulfate + ferricyanide', 'tetrathionate + reduced methylene blue', 'thiosulfate + 6-decylubiquinone'}","{'tetrathionate + ferrocyanide', 'tetrathionate + caldariellaquinol', 'thiosulfate + oxidized methylene blue', 'tetrathionate + 6-decylubiquinol'}","{nan, '-'}",,,,,,"{'2 thiosulfate + caldariellaquinone + 2 H+', 'thiosulfate + ferricyanide', 'tetrathionate + reduced methylene blue', 'thiosulfate + 6-decylubiquinone'}",not_found,"{'ferricyanide', 'thiosulfate', 'tetrathionate', 'H+', 'reduced methylene blue', 'caldariellaquinone', '6-decylubiquinone'}",thiosulfate dehydrogenase (quinone)
904,1.8.5.2,4.5,5.5,"pH 4.5: about 70% of maximal activity, pH 5.5: about 35% of maximal activity",Acidianus ambivalens,P97207,656833,"{'2 thiosulfate + caldariellaquinone + 2 H+', 'thiosulfate + ferricyanide', 'tetrathionate + reduced methylene blue', 'thiosulfate + 6-decylubiquinone'}","{'tetrathionate + ferrocyanide', 'tetrathionate + caldariellaquinol', 'thiosulfate + oxidized methylene blue', 'tetrathionate + 6-decylubiquinol'}","{nan, '-'}",,,,,,"{'2 thiosulfate + caldariellaquinone + 2 H+', 'thiosulfate + ferricyanide', 'tetrathionate + reduced methylene blue', 'thiosulfate + 6-decylubiquinone'}",not_found,"{'ferricyanide', 'thiosulfate', 'tetrathionate', 'H+', 'reduced methylene blue', 'caldariellaquinone', '6-decylubiquinone'}",thiosulfate dehydrogenase (quinone)
